duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
7828,icmp,private,SH,75547,60072,0,1,2,0,0,1,8,0,1,10,1,2,2,0,0,1,355,250,0.51,0.77,0.22,0.74,0.22,0.59,0.22,7,88,0.86,0.27,0.69,0.93,0.89,0.49,0.55,0.65,ipsweep
3044,icmp,private,SF,79340,48877,0,3,3,20,2,1,5,0,1,2,1,3,3,0,1,1,368,502,0.38,0.27,0.06,0.87,0.95,0.25,0.91,6,99,0.03,0.3,0.06,0.39,0.13,0.12,0.62,0.7,normal
7456,udp,eco_i,REJ,434,12230,1,3,2,5,2,0,10,0,1,5,2,4,4,0,0,0,179,383,0.38,0.96,0.74,0.97,0.79,0.39,0.73,6,177,0.13,0.72,0.27,0.04,0.94,0.42,0.17,0.67,smurf
3713,icmp,ftp,SF,4682,95893,1,1,1,14,4,0,4,0,0,6,0,3,4,0,1,0,318,289,0.69,0.37,0.91,0.5,0.44,0.56,0.13,110,112,0.72,0.92,0.06,0.26,0.62,0.27,0.47,0.53,satan
3570,icmp,private,REJ,1504,5301,0,2,3,3,0,0,2,1,0,5,4,2,0,0,1,0,399,482,0.76,0.46,1.0,0.66,0.56,0.16,0.15,125,60,0.87,0.5,0.24,0.87,0.51,0.12,0.56,0.56,satan
5432,udp,smtp,REJ,69803,8335,0,1,0,14,3,1,1,1,1,8,2,0,1,0,1,1,372,46,0.67,0.48,0.48,0.52,0.65,0.97,0.49,31,150,0.69,0.98,0.09,0.77,0.34,0.97,0.77,0.57,nmap
3160,tcp,eco_i,SH,14382,91009,1,3,2,20,1,0,3,1,0,8,3,1,3,0,1,1,27,4,0.98,0.43,0.48,0.11,0.25,0.77,0.22,226,1,0.6,0.75,0.96,0.65,0.72,0.96,0.95,0.14,teardrop
3003,tcp,http,REJ,94834,56611,1,3,1,0,1,1,1,1,0,1,5,2,2,0,0,1,466,338,0.16,0.44,0.74,0.57,0.6,0.86,0.52,24,6,0.25,0.49,0.74,0.69,0.0,0.87,0.33,0.01,portsweep
8302,tcp,eco_i,S0,47831,25694,1,1,2,2,4,0,5,0,0,9,4,5,5,0,1,1,190,196,0.49,0.99,0.01,0.79,0.86,0.25,0.94,69,51,0.54,0.11,0.06,0.2,0.5,0.26,0.65,0.91,warezclient
2790,icmp,http,SF,51262,14408,0,2,0,2,3,0,6,1,0,9,5,0,4,0,1,0,281,379,0.54,0.92,0.65,0.42,0.11,0.41,0.94,254,158,0.39,0.86,0.13,0.55,0.5,0.14,0.79,0.66,normal
7885,tcp,ftp,RSTR,82669,71354,1,3,2,7,4,1,6,1,0,1,1,1,1,0,0,0,340,173,0.57,0.1,0.61,0.51,0.64,0.39,0.37,68,76,0.76,0.89,0.53,0.99,0.61,0.17,0.97,0.56,teardrop
1676,udp,ftp,REJ,29118,14267,1,3,1,0,2,0,1,0,0,3,0,2,4,0,1,0,20,125,0.3,0.89,0.65,0.34,0.97,0.27,0.56,27,21,0.09,0.75,0.18,0.14,0.67,0.74,0.87,0.1,portsweep
3947,tcp,smtp,RSTR,40536,86013,0,0,0,13,2,1,3,0,1,6,0,5,5,0,1,0,79,456,0.95,0.98,0.79,0.47,0.06,0.99,0.02,243,98,0.49,0.93,0.79,0.3,0.69,0.94,0.68,0.38,smurf
3532,udp,domain_u,RSTR,53677,4564,0,3,1,11,3,1,9,0,0,5,3,0,0,0,1,0,417,279,0.73,0.62,0.51,0.79,0.1,0.55,0.55,198,69,0.34,0.67,0.2,0.66,0.02,0.03,0.57,0.11,satan
8919,udp,eco_i,RSTR,90157,37344,1,0,1,8,4,0,2,0,0,2,4,0,4,0,1,0,94,307,0.67,1.0,0.59,0.23,0.51,0.95,0.64,236,198,0.05,0.67,0.24,0.4,0.64,0.32,0.43,0.99,satan
768,tcp,eco_i,RSTR,97185,84480,0,0,0,18,0,1,9,0,1,3,4,4,2,0,1,1,422,239,0.91,0.46,0.36,0.08,0.56,0.93,0.66,138,226,0.99,0.84,0.67,0.86,0.45,0.27,0.55,0.11,portsweep
3444,tcp,private,S0,64165,30510,0,1,2,7,4,1,6,0,1,6,0,3,1,0,1,0,349,493,0.63,0.08,0.9,0.21,0.97,0.54,0.88,12,235,0.23,0.74,0.59,0.28,0.44,0.46,0.88,0.75,smurf
1524,udp,eco_i,SH,9990,77851,0,0,3,3,3,1,8,1,1,7,5,0,5,0,1,1,179,22,0.2,0.13,0.48,0.11,0.98,1.0,0.15,111,103,0.31,0.03,0.8,0.74,0.77,0.97,0.03,0.23,teardrop
6960,tcp,domain_u,S0,70036,8262,1,3,3,5,3,0,9,0,0,9,2,1,3,0,0,1,93,295,0.47,0.34,0.64,0.19,0.86,0.81,0.56,159,199,0.36,0.36,0.68,0.52,0.1,0.15,0.96,0.96,portsweep
9404,icmp,private,S0,48020,58256,0,3,0,6,1,1,1,1,1,4,3,1,1,0,1,1,410,196,0.08,0.8,0.19,0.94,0.16,0.85,0.3,148,145,0.41,0.84,0.44,0.48,0.61,0.44,0.25,0.89,satan
836,udp,smtp,S0,57851,81730,1,0,1,8,3,1,6,0,0,5,0,0,4,0,1,1,160,342,0.24,0.45,0.18,0.25,0.04,0.33,0.08,63,233,0.53,0.07,0.63,0.42,0.21,0.98,0.75,0.42,neptune
1996,icmp,http,RSTR,43047,20055,0,0,2,1,1,1,10,1,1,4,4,1,3,0,1,1,6,318,0.92,0.26,0.22,0.78,0.68,0.29,0.96,18,203,0.53,0.17,0.62,0.78,0.9,0.82,0.27,0.91,smurf
2063,tcp,http,S0,65424,80213,1,3,1,14,4,0,9,0,0,7,3,1,0,0,1,0,208,245,0.03,0.39,0.77,0.41,0.92,0.07,0.42,105,91,0.85,0.29,0.29,0.35,0.29,0.32,0.05,0.26,smurf
7960,tcp,eco_i,SH,64181,27356,1,0,3,19,4,1,10,1,1,10,0,3,1,0,1,1,349,315,0.42,0.61,0.59,0.56,0.43,0.5,0.42,81,172,0.01,0.47,0.16,0.64,0.47,0.83,0.01,0.51,back
7481,udp,eco_i,REJ,201,88974,0,3,3,11,2,0,5,0,1,3,0,4,4,0,1,1,73,238,0.84,0.55,0.57,0.71,0.31,0.19,0.46,45,169,0.56,0.53,0.01,0.87,0.09,0.07,0.74,0.41,portsweep
3526,icmp,http,S0,73848,57263,1,0,1,2,4,0,9,1,0,10,3,2,5,0,1,1,199,505,0.98,0.63,0.52,0.04,0.72,0.01,0.93,66,3,0.37,0.62,0.24,0.57,0.88,0.42,0.66,0.79,ipsweep
5228,tcp,smtp,S0,56517,9435,0,2,3,6,5,1,7,1,0,0,4,5,4,0,1,1,37,462,0.17,0.79,0.75,0.33,0.36,0.41,0.83,186,68,0.73,0.96,0.91,0.09,0.71,0.71,0.11,0.77,neptune
5197,udp,http,REJ,11538,24124,0,1,0,8,2,1,7,1,1,5,4,1,4,0,0,0,421,195,0.23,0.93,0.62,0.27,0.75,0.98,0.06,104,68,0.18,0.28,0.35,0.74,0.68,0.36,0.15,0.66,nmap
9958,icmp,ftp,RSTR,57870,85561,1,2,3,3,2,0,5,0,1,3,3,4,1,0,0,1,422,511,0.97,0.67,0.23,0.02,0.9,0.91,0.01,92,210,0.64,0.79,0.25,0.44,0.36,0.23,0.9,0.51,back
9047,tcp,smtp,RSTR,64215,92867,0,2,0,5,3,0,4,0,1,0,3,4,2,0,0,0,417,182,0.58,0.13,0.4,0.32,0.51,0.27,0.8,166,189,0.19,0.22,0.17,0.99,0.07,0.93,0.72,0.93,satan
5232,udp,private,S0,98815,55897,0,3,0,19,2,0,9,0,1,4,4,5,5,0,1,0,431,305,0.56,0.84,0.22,0.32,0.58,0.5,0.52,115,187,0.74,0.18,0.98,0.9,0.38,0.85,0.13,0.89,ipsweep
3359,icmp,eco_i,S0,41490,14743,0,2,1,1,5,1,6,0,1,6,3,4,3,0,0,1,23,94,0.17,1.0,0.68,0.99,0.98,0.08,0.71,190,133,0.57,0.89,0.42,0.02,0.06,0.73,0.52,0.9,neptune
8259,icmp,eco_i,SF,2703,95485,1,3,1,1,0,0,1,0,0,0,2,4,4,0,0,1,263,368,0.17,0.25,0.28,0.59,0.57,0.83,0.56,18,189,0.63,0.87,0.93,0.12,0.5,0.23,0.64,0.04,neptune
3387,icmp,eco_i,SF,55513,10701,1,2,2,1,4,0,8,1,1,3,0,1,3,0,1,1,395,330,0.48,0.47,0.31,0.49,0.18,0.33,0.88,62,114,0.94,0.98,0.7,0.15,0.46,0.27,0.2,0.56,ipsweep
1714,udp,eco_i,RSTR,70975,72282,1,0,3,19,1,1,6,0,1,0,4,4,4,0,1,0,243,445,0.72,0.14,0.62,0.93,0.29,0.41,0.29,206,19,0.67,0.79,0.04,0.86,0.4,0.39,0.06,0.09,normal
3318,tcp,ftp,SF,97296,24429,0,3,0,0,5,1,0,0,1,5,3,3,2,0,0,1,59,8,0.09,0.42,0.04,0.05,0.14,0.99,0.47,177,52,0.41,0.32,0.89,0.3,0.5,0.67,0.53,0.73,neptune
3871,icmp,smtp,SH,71448,36828,1,1,3,15,3,1,7,0,1,3,4,4,0,0,1,0,187,235,0.14,0.79,0.12,0.17,0.93,0.79,0.93,190,171,0.03,0.21,0.14,0.4,0.85,0.09,0.69,0.56,normal
1977,icmp,eco_i,SF,94055,20331,0,0,2,17,2,1,8,0,1,0,5,2,5,0,1,1,427,426,0.06,0.93,0.27,0.75,0.85,0.98,0.1,30,23,0.36,0.76,0.46,0.15,0.17,0.22,0.3,0.98,teardrop
5108,icmp,domain_u,RSTR,37619,81870,0,3,2,18,1,1,2,0,1,9,3,2,0,0,0,0,335,220,0.51,0.48,0.74,0.05,0.74,0.45,0.3,230,98,0.12,0.77,0.05,0.03,0.28,0.69,0.44,0.67,back
179,udp,smtp,SF,77273,39270,1,0,2,5,0,1,2,1,0,9,5,0,3,0,0,1,356,401,0.19,0.1,0.16,0.41,0.65,0.34,0.03,237,193,0.62,0.05,0.77,0.66,0.91,0.17,0.29,0.65,satan
923,icmp,http,SH,93992,99403,1,3,1,5,3,1,10,1,0,8,3,3,0,0,1,0,167,257,0.22,0.97,0.47,0.6,0.37,0.3,0.09,123,174,0.38,0.3,0.37,0.3,0.12,0.53,0.41,0.09,normal
5828,udp,smtp,REJ,21814,30632,0,0,3,19,0,0,2,0,0,1,2,0,5,0,1,1,104,271,0.99,0.62,0.29,0.64,0.23,0.56,0.75,247,162,0.33,0.7,0.96,0.21,0.13,0.0,0.95,0.89,portsweep
5054,tcp,http,REJ,6759,8648,0,0,3,16,5,1,4,1,1,4,1,5,2,0,1,0,140,81,0.16,0.73,0.85,0.33,0.37,0.17,0.11,83,54,0.14,0.5,0.27,0.15,0.5,0.71,0.38,0.2,smurf
117,tcp,private,S0,71796,36836,1,2,2,14,2,1,8,0,1,8,3,3,2,0,0,1,224,500,0.18,0.98,0.32,0.51,0.78,0.64,0.11,101,222,0.25,0.43,0.75,0.89,0.15,0.96,0.15,0.13,satan
8354,tcp,private,REJ,87428,66671,0,2,0,0,5,0,0,1,0,9,0,3,0,0,1,0,279,366,0.13,0.99,0.06,0.94,0.27,0.43,0.95,115,13,0.16,0.16,0.16,0.46,0.66,0.64,0.83,0.65,nmap
8807,udp,private,SF,49227,69934,1,2,1,2,1,1,4,1,1,4,0,2,3,0,1,1,153,50,0.17,0.2,0.37,0.85,0.49,0.82,0.76,171,27,0.77,0.18,0.85,0.03,0.75,0.27,0.42,0.8,teardrop
9213,icmp,http,RSTR,9418,44703,0,2,0,4,1,1,2,1,0,0,3,1,0,0,0,0,271,443,0.2,0.51,0.99,0.71,0.34,0.1,0.97,48,50,0.94,0.33,0.1,0.03,0.06,0.39,0.55,0.96,smurf
4398,tcp,eco_i,S0,87496,88911,1,2,0,14,2,1,10,1,0,2,1,2,4,0,0,1,240,357,0.68,0.15,0.9,0.71,0.17,0.94,0.88,109,225,0.63,0.69,0.84,0.45,0.89,0.49,0.03,0.35,smurf
2799,icmp,smtp,RSTR,87152,29033,0,2,3,20,3,0,7,1,0,9,5,1,0,0,1,0,226,460,0.42,0.65,0.24,0.73,0.62,0.21,0.91,229,111,0.81,0.81,0.25,0.32,0.97,0.45,0.51,0.75,smurf
2983,icmp,private,RSTR,81569,26234,1,0,0,14,0,0,2,0,0,10,2,1,5,0,0,1,108,124,0.34,0.83,0.4,0.73,0.91,0.52,0.72,212,230,0.9,0.82,0.52,0.72,0.14,0.87,0.35,0.25,neptune
9182,udp,eco_i,REJ,84582,54880,0,1,3,16,0,0,2,1,1,8,5,5,4,0,0,1,67,210,0.14,0.4,0.3,0.01,0.94,0.7,0.23,202,140,0.94,0.94,0.61,0.89,0.6,0.94,0.77,0.8,back
2959,icmp,domain_u,RSTR,83669,28417,1,2,2,5,4,1,3,1,1,2,3,3,5,0,1,1,132,273,0.57,0.58,0.3,0.4,0.81,0.33,0.89,130,84,0.15,0.75,0.09,0.84,0.61,0.6,0.8,0.89,warezclient
562,udp,http,REJ,90509,29420,0,1,0,15,5,0,6,1,0,10,5,4,2,0,0,1,447,478,0.75,0.91,0.29,0.54,0.68,0.08,0.06,116,29,0.65,0.98,0.65,0.62,0.88,0.42,0.73,0.14,satan
2872,icmp,http,SF,24813,71160,0,0,0,9,5,1,5,1,1,2,1,1,1,0,0,0,107,253,0.62,0.79,0.46,0.17,0.44,1.0,0.59,3,104,0.75,0.74,0.19,0.59,0.57,0.59,0.52,0.11,normal
9601,tcp,private,RSTR,2758,54472,0,3,1,13,5,0,6,1,0,8,3,5,5,0,0,1,233,240,0.6,0.98,0.7,0.66,0.75,0.52,0.22,49,218,0.21,0.47,0.01,0.38,0.38,0.51,0.34,0.99,teardrop
3684,icmp,smtp,RSTR,40232,22425,0,2,2,17,4,1,8,0,0,1,0,2,5,0,0,1,192,370,0.87,0.4,0.55,0.68,0.09,0.69,0.84,12,119,0.84,0.02,0.21,0.19,0.56,0.45,0.3,0.2,nmap
667,udp,http,RSTR,47869,99810,0,2,3,20,5,0,6,0,1,2,3,0,0,0,1,0,234,137,0.74,0.37,0.92,0.13,0.1,0.32,0.98,14,213,0.93,0.87,0.69,0.95,0.28,0.29,0.49,0.25,portsweep
2585,icmp,private,SF,60025,70167,0,0,0,4,2,0,7,0,0,6,1,4,2,0,0,1,220,58,0.76,0.47,0.02,0.15,0.6,0.71,0.64,1,56,0.9,0.74,0.48,0.5,0.77,0.25,0.06,0.53,teardrop
9674,icmp,eco_i,SH,50901,2007,0,3,2,10,0,0,2,1,0,10,5,0,4,0,1,0,80,146,0.96,0.14,0.74,0.4,0.57,0.11,0.06,102,217,0.2,0.69,0.16,0.95,0.16,0.62,0.31,0.1,back
3931,icmp,eco_i,RSTR,36024,21928,0,1,0,18,4,1,8,1,0,6,5,0,4,0,0,1,14,13,0.02,0.81,0.31,0.76,0.02,0.26,0.88,111,87,0.63,0.0,0.23,0.97,0.67,0.27,0.52,0.39,back
7305,tcp,smtp,REJ,16483,46741,0,1,0,1,2,1,4,0,0,5,3,4,2,0,1,1,447,264,0.35,0.07,0.52,0.09,0.79,0.92,0.35,188,116,0.71,0.29,0.65,0.8,0.54,0.42,0.42,0.69,nmap
2215,udp,eco_i,S0,66979,72005,0,1,3,16,4,0,5,0,1,6,4,0,1,0,1,0,322,307,0.32,0.92,0.78,0.58,0.3,0.99,0.22,207,252,0.76,0.94,0.18,0.65,0.02,0.85,0.37,0.28,normal
2279,udp,domain_u,SF,92751,53111,0,1,3,5,1,0,3,0,1,1,2,5,0,0,0,1,450,197,0.98,0.92,0.95,0.99,0.03,0.89,0.82,174,42,0.49,0.06,0.59,0.18,0.84,0.08,0.95,0.58,satan
7649,udp,http,RSTR,40253,62872,1,0,3,11,1,1,3,0,1,9,1,1,0,0,0,0,41,328,0.74,0.18,0.1,0.18,0.21,0.05,0.68,197,254,0.19,0.08,0.61,0.25,0.09,0.65,0.02,0.74,neptune
942,icmp,smtp,SH,25128,30579,0,2,0,2,1,1,4,1,0,1,4,1,3,0,1,0,441,302,0.93,0.19,0.65,0.4,0.86,0.64,0.51,182,204,0.65,0.77,0.09,0.54,0.27,0.09,0.79,0.88,neptune
4794,tcp,private,S0,72155,68314,0,2,0,12,0,0,9,0,0,6,0,5,4,0,1,1,338,283,0.81,0.67,0.89,0.79,0.91,0.36,0.94,165,165,0.35,0.41,0.97,0.2,0.21,0.36,0.55,0.38,satan
2221,tcp,smtp,REJ,89921,12817,0,0,2,14,1,0,8,1,0,6,3,0,4,0,1,1,46,38,0.94,0.24,0.52,0.85,0.89,0.42,0.18,20,228,0.98,0.52,0.96,0.37,0.35,0.74,0.17,0.11,neptune
4890,icmp,private,SF,93865,57345,0,1,0,20,0,1,10,1,1,5,4,4,4,0,0,0,245,424,0.05,1.0,0.73,0.24,0.23,0.64,0.66,221,119,0.27,0.06,0.95,0.27,0.54,0.41,0.68,0.6,nmap
3100,udp,ftp,REJ,87411,79892,0,2,3,18,1,1,8,0,1,7,0,2,5,0,1,0,93,207,0.03,0.79,0.45,0.93,0.45,0.9,0.57,69,0,0.88,0.06,0.37,0.77,0.72,0.99,0.44,0.74,portsweep
8575,icmp,ftp,SF,32926,71285,0,0,1,1,3,0,8,0,1,9,5,0,5,0,1,1,501,418,0.48,0.6,0.39,0.1,0.68,0.47,0.98,53,83,0.54,0.82,0.56,1.0,0.38,0.42,0.55,0.31,smurf
8919,udp,private,S0,72341,82218,1,3,3,10,4,1,8,0,0,4,4,3,1,0,0,0,408,501,0.35,0.95,0.52,0.04,0.98,0.77,0.63,219,57,0.71,0.43,0.27,0.56,0.49,0.16,0.95,0.51,normal
58,udp,eco_i,SH,67740,83670,0,0,1,1,3,0,0,1,1,2,1,4,5,0,1,1,164,35,0.05,0.03,0.69,0.49,0.86,0.0,0.96,79,250,0.95,0.32,0.88,0.16,0.93,0.14,0.03,0.72,portsweep
646,udp,domain_u,SH,60693,95835,0,1,2,1,1,0,0,1,1,1,2,3,0,0,1,0,459,26,0.28,0.51,0.67,0.01,0.82,0.66,0.16,178,148,0.18,0.63,0.38,0.54,0.4,0.29,0.83,0.19,satan
3348,udp,smtp,RSTR,39203,93172,1,3,3,0,1,0,8,0,1,10,3,3,4,0,1,1,370,49,0.48,0.27,0.11,0.99,0.81,0.09,0.42,100,52,0.33,0.61,0.01,0.52,0.01,0.29,0.39,0.93,nmap
2465,icmp,private,SH,83179,85193,0,2,1,15,4,1,9,0,1,0,3,3,1,0,1,0,9,452,0.97,0.2,0.23,0.06,0.37,0.44,0.64,112,173,0.04,0.09,0.48,0.0,0.23,0.24,0.83,0.07,smurf
5221,tcp,domain_u,SF,8569,77462,0,1,2,14,3,1,2,0,0,0,3,4,0,0,1,1,81,412,0.75,0.56,0.8,0.31,0.34,0.47,0.79,136,116,0.55,0.01,0.2,0.74,0.28,0.8,0.76,0.31,ipsweep
174,udp,ftp,S0,58764,11381,1,0,1,6,0,0,6,0,0,4,5,2,2,0,1,1,104,347,0.43,0.42,0.2,0.11,0.44,0.15,0.63,127,236,0.45,0.79,0.86,0.01,0.3,0.62,0.15,0.88,neptune
5715,icmp,ftp,RSTR,6471,64300,1,3,0,6,5,0,5,1,1,9,2,1,1,0,0,1,504,286,0.65,0.03,0.71,0.56,0.64,0.95,0.34,86,195,0.71,0.94,0.57,0.81,0.05,0.97,0.92,0.81,warezclient
5010,tcp,http,S0,32111,36708,1,0,3,13,3,1,9,1,1,9,2,3,1,0,0,1,55,502,0.09,0.68,0.99,0.98,0.17,0.54,0.03,200,27,0.62,0.97,0.15,0.5,0.62,0.9,0.46,0.62,neptune
1636,icmp,ftp,RSTR,15830,22202,0,2,2,7,3,1,10,1,1,10,4,4,2,0,1,0,80,387,0.01,0.59,0.96,0.78,0.25,0.96,0.46,179,209,0.29,0.13,0.98,0.61,0.71,0.53,0.28,0.29,back
6671,udp,smtp,REJ,87100,80144,0,2,3,16,1,1,1,0,0,9,1,1,5,0,0,1,325,244,0.08,0.1,0.0,0.1,0.03,0.82,0.83,170,80,0.47,0.91,0.66,0.16,0.81,0.15,0.23,0.68,warezclient
8628,icmp,domain_u,SF,91593,85328,1,1,3,12,2,1,2,0,1,2,5,2,1,0,1,0,425,324,0.76,0.89,0.9,0.71,0.72,0.36,0.42,111,97,0.04,0.2,0.62,0.47,0.97,0.5,1.0,0.51,satan
5326,udp,ftp,SH,72846,19870,0,0,3,3,3,1,6,0,1,9,1,0,4,0,0,0,41,235,0.3,0.07,0.15,0.26,0.67,0.34,0.53,211,125,0.51,0.43,0.03,0.65,0.87,0.87,0.96,0.48,back
7699,icmp,domain_u,SF,74159,29994,0,1,0,0,5,0,3,0,1,7,3,5,4,0,0,1,203,164,0.6,0.53,0.24,0.73,0.21,0.95,0.09,142,141,0.22,0.35,0.48,0.62,0.46,0.41,0.28,0.52,back
7871,icmp,smtp,RSTR,33691,86113,1,3,1,19,1,0,4,1,1,7,1,1,5,0,1,1,82,28,0.17,0.16,0.29,0.37,0.71,0.93,0.65,158,239,0.49,0.3,0.66,0.68,0.12,0.26,0.94,0.51,nmap
807,icmp,eco_i,RSTR,40406,64648,0,3,3,9,4,1,8,0,1,9,3,3,5,0,1,1,81,285,0.93,0.64,0.32,0.98,0.12,0.33,0.76,193,112,0.49,0.06,0.27,0.04,0.21,0.19,0.66,0.71,ipsweep
6931,icmp,eco_i,SH,70337,71631,0,3,2,14,4,0,8,0,1,9,5,3,5,0,0,1,452,463,0.98,0.25,0.11,0.06,0.41,0.9,0.03,62,85,0.45,0.47,0.28,0.57,0.16,0.55,0.72,0.31,ipsweep
5448,icmp,domain_u,RSTR,50743,77192,1,2,0,19,0,0,10,1,1,8,4,0,5,0,0,1,451,319,0.59,0.77,0.34,0.45,0.01,0.88,0.99,63,7,0.39,0.15,0.82,0.58,0.62,0.7,0.42,0.7,nmap
5412,tcp,eco_i,RSTR,19686,94751,1,3,1,4,1,0,7,0,1,4,3,5,3,0,1,1,408,460,0.47,0.6,0.67,0.05,0.94,0.17,0.28,85,95,0.44,0.27,0.03,0.12,0.96,0.67,0.3,0.66,normal
1998,icmp,smtp,REJ,99512,43579,0,3,3,18,0,1,9,1,1,8,2,4,2,0,1,0,66,344,0.17,0.59,0.55,0.32,0.56,0.49,0.96,121,129,0.07,0.62,0.55,0.98,0.48,0.06,0.06,0.36,nmap
7697,icmp,ftp,SH,43611,57428,1,3,0,2,2,1,6,0,0,9,2,5,0,0,1,0,479,506,0.69,0.72,0.64,0.17,0.19,0.33,0.52,214,6,0.99,0.38,0.36,0.02,0.31,0.17,0.48,0.1,normal
3871,udp,domain_u,S0,31055,83822,1,1,3,17,1,0,8,1,0,5,4,2,4,0,0,1,334,331,0.47,0.61,0.41,0.63,0.95,0.22,0.28,249,208,0.15,0.35,0.78,0.38,0.01,0.73,0.35,0.9,portsweep
7427,udp,private,REJ,84587,45953,1,1,2,17,3,1,9,1,1,9,5,4,0,0,1,0,456,147,0.1,0.68,0.85,0.19,0.88,0.91,0.02,242,38,0.7,0.72,0.79,0.02,0.86,0.91,0.36,0.13,normal
4555,udp,domain_u,SH,21971,31443,1,3,0,18,1,0,7,1,1,6,0,4,3,0,0,0,278,275,0.62,0.3,0.23,0.7,0.41,0.99,0.27,180,122,0.24,0.53,0.14,0.37,0.72,0.89,0.45,0.81,neptune
6982,tcp,domain_u,SH,52485,80688,1,1,2,17,4,0,2,1,1,0,5,3,2,0,1,0,191,400,0.53,0.23,0.01,0.29,0.39,0.37,0.74,237,83,0.97,0.64,0.59,0.78,0.55,0.93,0.07,0.1,warezclient
347,udp,http,RSTR,3696,27466,1,2,0,4,1,0,10,0,0,9,5,3,0,0,0,1,4,364,0.96,0.74,0.84,0.04,0.43,0.85,0.69,81,25,0.64,0.18,0.28,0.1,0.47,0.33,0.58,0.98,warezclient
6374,udp,ftp,S0,70210,46535,1,1,1,20,1,1,6,0,0,1,0,4,0,0,1,1,406,303,0.9,0.84,0.06,0.68,0.08,0.16,0.74,175,233,0.74,0.49,0.31,0.78,0.43,0.72,0.8,0.52,ipsweep
7000,tcp,domain_u,SH,26393,91661,0,2,0,13,4,0,1,1,1,7,1,1,1,0,0,0,250,337,0.51,0.97,0.51,0.04,0.67,0.93,0.36,166,62,0.2,0.33,0.19,0.48,0.56,0.01,0.52,0.97,neptune
5766,tcp,ftp,RSTR,82726,69266,0,1,3,4,1,1,10,0,0,3,4,1,0,0,1,1,416,388,0.87,0.52,0.84,0.69,0.85,0.73,0.84,108,128,0.57,0.64,0.97,0.87,0.34,0.13,0.58,0.02,nmap
4269,icmp,private,RSTR,95048,42308,1,1,0,3,1,1,10,1,1,3,4,5,0,0,1,0,3,52,0.25,0.91,0.3,0.66,0.74,0.91,0.32,212,145,0.04,0.92,0.16,0.8,0.09,0.77,0.64,0.14,satan
1011,udp,private,RSTR,56165,66177,1,3,0,11,1,1,9,0,0,1,1,0,1,0,0,0,271,369,0.42,0.34,0.01,0.58,0.26,0.48,0.06,246,41,0.28,0.25,0.93,0.38,0.14,0.8,0.29,0.53,smurf
1497,tcp,smtp,SH,54136,47437,1,3,0,10,5,1,5,1,1,10,0,1,4,0,0,1,290,27,0.18,0.1,0.92,0.56,0.64,0.52,0.08,153,122,0.9,0.11,0.48,0.73,0.08,0.63,0.92,0.64,back
4422,udp,eco_i,RSTR,87766,37372,0,3,2,7,0,1,2,1,1,3,1,0,2,0,0,1,411,163,0.95,0.64,0.14,0.18,0.83,0.56,0.42,18,99,0.59,0.38,0.98,0.03,0.75,0.39,0.63,0.4,normal
3959,icmp,eco_i,SF,61884,54136,1,3,2,18,4,1,8,1,0,7,5,3,2,0,1,1,210,108,0.49,0.22,0.56,0.16,0.22,0.13,0.72,116,152,0.37,0.08,0.55,0.56,0.85,0.17,0.21,0.69,satan
1222,udp,domain_u,RSTR,44926,33123,1,2,2,19,5,0,1,0,0,6,1,5,4,0,1,0,201,384,0.81,0.05,0.73,0.79,0.43,1.0,0.57,122,137,0.44,0.94,0.94,0.9,0.53,0.17,0.74,0.16,neptune
5516,tcp,ftp,SH,98950,60951,0,2,0,15,4,0,8,1,1,6,4,3,3,0,1,1,424,1,0.64,0.97,0.58,0.64,0.1,0.09,0.9,180,129,0.06,0.11,0.37,0.36,0.37,0.6,0.0,0.73,portsweep
525,icmp,domain_u,RSTR,63294,39073,1,3,1,15,5,0,9,1,1,1,0,4,0,0,1,0,375,439,0.35,0.84,0.76,0.73,0.05,0.41,0.69,168,52,0.72,0.72,0.91,0.41,0.12,0.27,0.33,0.41,portsweep
458,tcp,smtp,S0,81108,1736,1,1,2,11,3,0,5,1,0,9,0,4,4,0,0,0,420,450,0.86,0.7,0.05,0.54,0.76,0.15,0.18,114,112,0.43,0.28,0.64,0.43,0.75,0.0,0.24,0.59,teardrop
1921,udp,http,REJ,93590,78852,0,2,0,13,3,1,3,0,0,2,1,2,1,0,0,1,212,437,1.0,0.13,0.97,0.48,0.93,0.74,0.79,181,158,0.4,0.41,0.84,0.41,0.84,0.57,0.47,0.29,smurf
8179,icmp,eco_i,S0,27068,74823,0,1,3,20,3,1,3,1,0,2,0,2,2,0,1,1,117,129,0.2,0.66,0.36,0.38,0.04,0.64,0.52,108,48,0.05,0.74,0.71,0.23,0.38,0.62,0.25,0.2,smurf
